die,Anmeldebestätigung,Registration confirmation,Confirmação de registro
das,Anmeldeformular,registration form,formulário de registro
die,Anmeldung,Carregando…,Carregando…
die,Anrede,Carregando…,Carregando…
die,Anreise,Carregando…,Carregando…
der,Antrag,Carregando…,Carregando…
die,Anzahl,Carregando…,Carregando…
die,Anzeige,Carregando…,Carregando…
der,Anzug,men's suit,terno masculino
der,Apfel,Apple,maçã
der,Apfelsaft,Carregando…,Carregando…
die,Apotheke,Carregando…,Carregando…
der,Appetit,Carregando…,Carregando…
der,April,April,abril
die,Arbeit,Carregando…,Carregando…
der,Arbeitsort,workplace,local de trabalho
die,Arbeitszeit,working time,expediente
der,Arm,poor,pobre
der,Artikel,Carregando…,Carregando…
der,Arztbesuch,Doctor's visit,Visita do médico
der,Asienladen,Asian shop,Loja asiática
die,Aufgabe,Carregando…,Carregando…
der,Aufzug,Carregando…,Carregando…
das,Auge,eye,olho
der,August,Carregando…,Carregando…
der,Ausflug,Carregando…,Carregando…
der,Ausgang,Carregando…,Carregando…
das,Ausland,Carregando…,Carregando…
das,Ausländeramt,foreign Office,Ministério das Relações Exteriores
die,Auslandsreise,foreign travel,viagem ao exterior
die,Aussicht,Carregando…,Carregando…
das,Auto,automobile,automóvel
das,Autokennzeichen,license plate,placa de carro
der,Automat,Carregando…,Carregando…
der,Autoschlüssel,car key,Chave do carro
die,Babyhose,Carregando…,Carregando…
die,Babywasche,Babywash,Babywash.
der,Bäcker,Carregando…,Carregando…
die,Backerei,Carregando…,Carregando…
das,Bad,bath,banho de banheira
der,Bademantel,bathrobe,roupão de banho
die,Bahncard,Carregando…,Carregando…
der,Bahnhof,Carregando…,Carregando…
der,Balkon,Carregando…,Carregando…
die,Banane,Carregando…,Carregando…
die,Bank,Bank,Banco
die,Bankverbindung,Bank details,detalhes bancários
der,Basketballverein,Basketball club,Clube de basquete
der,Bauch,belly,barriga
die,Bauchschmerzen,stomach pain,dor de estômago
der,Bauernhof,Carregando…,Carregando…
der,Baum,tree,árvore
die,Baustelle,Carregando…,Carregando…
die,Behörde,Carregando…,Carregando…
das,Bein,leg,perna
das,Beispiel,Carregando…,Carregando…
der,Berg,Mountain,Montanha
der,Beruf,job,trabalho
die,Berufsberatung,Career guidance,Orientação de carreira
der,Besuch,Carregando…,Carregando…
der,Betreff,Carregando…,Carregando…
das,Bett,bed,cama
die,Bibliothek,library,biblioteca
das,Bier,beer,Cerveja
das,Bild,image,imagem
die,Birne,pear,pera
die,Bitte,You're welcome,De nada
der,Bleistift,Carregando…,Carregando…
der,Blog,Blog,Blog
die,Blume,flower,Flor
die,Bluse,blouse,blusa
der,Bonus,bonus,bônus
das,Bonusheft,Carregando…,Carregando…
die,Boutique,Carregando…,Carregando…
die,Brille,Carregando…,Carregando…
das,Brot,bread,pão
das,Brötchen,Carregando…,Carregando…
die,Brücke,Carregando…,Carregando…
der,Bruder,Carregando…,Carregando…
der,Brunnen,Carregando…,Carregando…
das,Buch,a book,um livro
der,Buchstabe,Carregando…,Carregando…
das,Bürgeramt,Carregando…,Carregando…
der,Bürgersteig,sidewalk,calçada
das,Büro,office,escritório
der,Bus,bus,ônibus
die,Busreise,Carregando…,Carregando…
die,Butter,Carregando…,Carregando…
das,Café,Coffee shop,Cafeteria
der,Campingplatz,campsite,acampamento
die,CD,CD,CD
der,Cent,cent,cent.
die,Chance,Carregando…,Carregando…
die,Chips,crisps,crisps.
der,Club,Club,Clube
der,Computer,Carregando…,Carregando…
der,Computerkurs,Computer course,Curso de informática
das,Computerspiel,computer game,Jogo de computador.
der,Cousin,Carregando…,Carregando…
die,Cousine,Carregando…,Carregando…
das,Dachgeschoss,Attic,Sótão
der,Damenmantel,Lady's sheath,Bainha da senhora
der,Dank,thanks to,graças a
das,Datum,date,encontro
der,Deutschkurs,German course,curso de alemão
der,Dezember,Carregando…,Carregando…
der,Dienstag,Carregando…,Carregando…
der,Dienstagabend,Tuesday evening,Terça-feira à noite
der,Dienstagnachmittage,Tuesday afternoons,Terça-feira tardia
der,Dienstagvormittag,Tuesday morning,terça-feira de manhã
das,Ding,thing,coisa
der,Doktor,Carregando…,Carregando…
der,Donnerstag,Thursday,quinta-feira
das,Dorf,village,Vila
die,Dose,Tin,Lata
die,Drogerie,Carregando…,Carregando…
der,Durst,thirst,sede
die,EC-Karte,Carregando…,Carregando…
die,Ecke,corner,canto
das,Ei,egg,ovo
die,Eigentumswohnung,Condominium,Condomínio
die,Einbauküche,Equipped kitchen,Cozinha equipada
das,Einfamilienhaus,detached house,moradia
der,Eingang,Carregando…,Carregando…
der,Einkauf,Carregando…,Carregando…
der,Einkaufszettel,Shopping list,Lista de compras
die,Einladung,Carregando…,Carregando…
der,Einzug,Carregando…,Carregando…
das,Eis,ice cream,sorvete
die,Eltern,Carregando…,Carregando…
die,E-Mail-Addresse,Email-address,Endereço de e-mail
die,Endstation,final destination,Destino final
der,Englischkurs,English course,curso de inglês
das,Enkelkind,Carregando…,Carregando…
die,Entschuldigung,Excuse me,Com licença
die,Erbse,pea,ervilha
das,Erdgeschoss,ground floor,térreo
die,Erholung,Carregando…,Carregando…
die,Erkältung,Carregando…,Carregando…
das,Erlebnis,Carregando…,Carregando…
das,Essen,eat,comer
die,Essenzeit,Carregando…,Carregando…
der,Euro,Euro,Euro
der,EU-Staat,Carregando…,Carregando…
der,Fahrgast,Carregando…,Carregando…
die,Fahrkarte,Carregando…,Carregando…
das,Fahrrad,Carregando…,Carregando…
der,Fahrradraum,Bicycle room,Sala de bicicleta
die,Fahrt,journey,jornada
die,Familie,Carregando…,Carregando…
das,Familienfoto,Family photo,Foto de familia
die,Familienkasse,Family fund,Fundo Familiar
das,Familienleben,Family life,Vida familiar
der,Familienname,family name,sobrenome
der,Familienstand,marital status,Estado civil
die,Farbe,colour,cor
der,Februar,Carregando…,Carregando…
das,Fehlen,Carregando…,Carregando…
das,Fenster,Carregando…,Carregando…
die,Ferienwohnung,Vacation rental,Aluguel de férias
der,Fernseher,Carregando…,Carregando…
das,Fest,Fixed,Fixo
das,Festkomitee,Mental committee,Comitê Mental
das,Feuer,Fire,Incêndio
die,Feuerwehr,Carregando…,Carregando…
das,Fieber,Carregando…,Carregando…
das,Fieberthermometer,Fever thermometer,Termômetro de febre
der,Film,Movie,Filme
der,Finger,Carregando…,Carregando…
die,Firma,company,empresa
der,Fisch,fish,peixe
die,Flasche,Carregando…,Carregando…
das,Fleisch,Carregando…,Carregando…
die,Fleischwurst,Meat,Eu no
der,Flohmarkt,Carregando…,Carregando…
der,Flughafen,Carregando…,Carregando…
das,Flugzeug,Carregando…,Carregando…
der,Fluss,flow,fluxo
das,Formular,Carregando…,Carregando…
das,Foto,photo,foto
die,Frage,question,pergunta
die,Frau,Mrs,Sra
der,Freitag,Carregando…,Carregando…
die,Freizeit,Carregando…,Carregando…
die,Frucht,Carregando…,Carregando…
der,Frühling,Carregando…,Carregando…
das,Früstück,Carregando…,Carregando…
der,Führerschein,driver's license,carteira de motorista
die,Führerscheinprüfung,Driver's license,Carteira de motorista
der,Fuß,foot,pé
der,Fußball,Carregando…,Carregando…
das,Fußballtraining,Football training,Treino de futebol
der,Fußballverein,Soccer club,Clube de futebol
das,Fußballspiel,Football game,Jogo de futebol
die,Garage,Carregando…,Carregando…
der,Garten,Carregando…,Carregando…
der,Gast,guest,hóspede
die,Gebühr,Carregando…,Carregando…
das,Geburstdatum,Birth date,Data de nascimento
der,Geburstsort,Office location,Localização do escritório
die,Geburtsurkunde,Birth certificate,Certidão de nascimento
die,Gehaltsabrechnung,Salary settlement,Liquidação salarial
das,Geld,money,dinheiro
der,Geldautomat,Cash machine,Caixa eletrônico
die,Gemeinde,Carregando…,Carregando…
das,Gemüse,Carregando…,Carregando…
das,Geschäft,Carregando…,Carregando…
die,Geschwister,brothers and sisters,irmãos e irmãs
das,Gespräch,Carregando…,Carregando…
die,Gesungheit,Sanctuary,Santuário
die,Gesundheitskarte,Healthcare card,Cartão de saúde
das,Getränk,Carregando…,Carregando…
das,Glas,Glass,Copo
das,Glück,happiness,felicidade
der,Grad,Degree,Grau
das,Gramm,Gram,Grama
der,Grill,grill,grade
die,Grippe,Carregando…,Carregando…
die,Größe,size,Tamanho
die,Großeltern,Grandparents,Avós
die,Großmutter,grandmother,avó
die,Großstadt,Carregando…,Carregando…
der,Großvater,Carregando…,Carregando…
der,Gruß,greeting,saudações
die,Gurke,cucumber,pepino
die,Gymnastik,Carregando…,Carregando…
das,Hackfleisch,Minced meat,Carne moida
der,Hafen,Harbor,Porto
die,Hafenrundfahrt,Harbour Cruise,Cruzeiro portuário
das,Hähnchen,Carregando…,Carregando…
der,Hals,throat,garganta
die,Halsschmerzen,Sore throat,Dor de garganta
die,Halstablette,Semi-tablet,Semi-comprimido
die,Haltestelle,bus stop,ponto de ônibus
die,Hand,hand,mão
das,Handy,mobile,Móvel
die,Handynummer,mobile number,número de celular
der,Hauptbanhof,Main banny,Banny principal.
die,Hauptwohnung,Main residence,A residência principal
das,Haus,House,casa
die,Hausarztpraxis,Family practitioner,Praticante de família
die,Hausaufgabe,Homework,Trabalho de casa
die,Hausfrau,Carregando…,Carregando…
die,Hausnummer,House number,Número da casa
der,Hausschuh,Carregando…,Carregando…
die,Hausverwaltung,Property management,Gestão da propriedade
das,Heft,notebook,caderno
die,Heimat,Carregando…,Carregando…
das,Heimatland,Homeland,Terra natal
die,Heizung,Carregando…,Carregando…
das,Hemd,shirt,camisa
der,Herbst,Carregando…,Carregando…
der,Herd,stove,forno
der,Herr,Mr,Sr
die,Herrenbekleidung,Men's clothing,Roupa para Homem
die,Herrenhose,Men's pants,Calças masculinas
das,Hobby,hobby,passatempo
das,Hochhaus,Carregando…,Carregando…
die,Hochzeit,Carregando…,Carregando…
der,Hof,court,Tribunal
das,Hoffest,Carregando…,Carregando…
die,Höhe,height,altura
der,Honig,honey,mel
die,Hose,trousers,calças
das,Hotel,hotel,hotel
der,Hund,dog,cão
der,Hunger,Carregando…,Carregando…
der,Husten,Carregando…,Carregando…
die,IBAN,Iban,Iban.
der,ICE,ICE,GELO
die,Idee,idea,ideia
der,Imbiss,Carregando…,Carregando…
die,Informationsbrochüre,Information brochure,Brochura de informações
der,Informationsschalter,information desk,balcão de informações
das,Internet,Carregando…,Carregando…
die,Jacke,jacket,Jaqueta
die,Jahreszeit,season,temporada
der,Januar,Carregando…,Carregando…
die,Jeans,Jeans,Jeans
der,Joghurt,Carregando…,Carregando…
der,Juli,July,Julho
der,Junge,Young,Novo
der,Juni,June,Junho
der,Kaffee,Carregando…,Carregando…
das,Kaffeehaus,Coffee house,Cafeteria
der,Kakao,cocoa,cacau
der,Kalender,Carregando…,Carregando…
die,Kantine,Carregando…,Carregando…
die,Kanotour,Carregando…,Carregando…
die,Karriere,Carregando…,Carregando…
die,Kartoffel,Carregando…,Carregando…
der,Käse,cheese,queijo
der,Käsekuchen,Cheesecake,bolo de queijo
die,Käseplatte,Cheese plate,Queijo prato
die,Kasse,cash,dinheiro
der,Kasten,Carregando…,Carregando…
das,Kaufhaus,Carregando…,Carregando…
der,Kaugummi,Carregando…,Carregando…
der,Keller,Carregando…,Carregando…
die,Kfz-Zulassung,Car registration,Registro de carro
die,Kfz-Zulassungsstelle,Car registration office,Escritório de registro de carro.
das,Kilo,kilo,quilo
das,Kilogramm,Carregando…,Carregando…
der,Kilometer,Carregando…,Carregando…
das,Kind,child,filho
die,Kinderbetreuung,childcare,Cuchcare.
der,Kindergarten,kindergarten,Jardim da infância
das,Kindergeld,Child benefit,Benefício para criança
der,Kindergeldantrag,Child benefit application,Aplicação de benefício infantil
der,Kinderwagen,stroller,carrinho de criança
die,Kinderheit,Childhood,Infância
das,Kino,movie theater,cinema
der,Kiosk,kiosk,quiosque
die,Kita,Kit,Kit
die,Klasse,Carregando…,Carregando…
das,Kleid,a dress,um vestido
die,Kleidung,Carregando…,Carregando…
die,Kleinstadt,Town,Cidade
die,Klingel,Carregando…,Carregando…
das,Klinikum,Carregando…,Carregando…
die,Kommode,Carregando…,Carregando…
die,Konditorei,Pastry,Pastelaria
der,Kontakt,Carregando…,Carregando…
der,Kontinent,Carregando…,Carregando…
der,Kontoauszug,statement of account,Declaração de conta
die,Kontonummer,account number,número de conta
die,Kontrolle,Carregando…,Carregando…
das,Konzert,Carregando…,Carregando…
der,Kopf,head,cabeça
die,Kopfschmerzen,headache,dor de cabeça
die,Kopfschmerztablette,Headache tablet,Tablet de dor de cabeça
die,Kopie,Copy,cópia de
der,Körperteil,body part,parte do corpo
das,Krankenhaus,hospital,hospital
die,Krankenkasse,Health insurance,Plano de saúde
die,Krankenschwester,nurse,enfermeira
der,Krankenwagen,ambulance,ambulância
die,Krankschreibung,Sick leave,Atestado médico
die,Krawatte,Carregando…,Carregando…
die,Kreuzung,Carregando…,Carregando…
der,Krimi,Thriller,Filme de ação
die,Küche,kitchen,cozinha
der,Kuchen,Carregando…,Carregando…
der,Kugelschreiber,pen,caneta
der,Kuli,pen,caneta
der,Kühlschrank,refrigerator,frigorífico
der,Kurs,course,curso
die,Kursgebühr,Course fee,Taxa do curso
die,Kursliste,Carregando…,Carregando…
der,Krsraum,Carregando…,Carregando…
der,Kurstermin,Course,Curso
die,Lage,location,localização
die,Lampe,lamp,luminária
das,Land,country,país
die,Landschaft,landscape,panorama
der,Laptop,Carregando…,Carregando…
die,Laune,mood,humor
das,Leben,Life,Vida
das,Lebensmittel,Food,Comida
die,Leute,people,pessoas
das,Licht,light,luz
die,Lieblingsfarbe,favourite colour,cor favorita
die,Linie,Carregando…,Carregando…
der,Liter,Carregando…,Carregando…
der,Lkw,truck,caminhão
das,Mädchen,Carregando…,Carregando…
der,Mai,May,Poderia
der,Mais,Corn,Milho
das,Mal,Times,Vezes
der,Mann,man,cara
der,Mantel,Carregando…,Carregando…
der,Markt,Carregando…,Carregando…
die,Marmelade,Carregando…,Carregando…
der,März,March,marchar
das,Medikament,drug,medicamento
das,Meer,sea,mar
das,Mehrfamilienhaus,Multi-family house,Casa multi-família
die,Meldestelle,Registration office,Escritório de Registro
der,Mensch,Carregando…,Carregando…
die,Metzgerei,Carregando…,Carregando…
die,Miete,Carregando…,Carregando…
das,Mietshaus,Carregando…,Carregando…
der,Mietvertrag,rental contract,Contrato de aluguel
die,Milkrowelle,Mildrowelle,Mildrowelle.
die,Milch,Carregando…,Carregando…
die,Minute,Carregando…,Carregando…
der,Mitgliedsbeitrag,Membership fee,Taxa de adesão
der,Mittag,Carregando…,Carregando…
das,Mittagessen,Having lunch,Almoçando
die,Mittagspause,lunch break,pausa para o almoço
die,Mitte,Carregando…,Carregando…
der,Mittwoch,Carregando…,Carregando…
der,Mitwochnachmittag,By-week afternoon,À semana à tarde
die,Möbel,Carregando…,Carregando…
der,Modeschmuck,Fashion jewelry,Jóias da moda
der,Moment,Carregando…,Carregando…
der,Monat,Carregando…,Carregando…
die,Monatskarte,Monthly,Por mês
der,Montag,Carregando…,Carregando…
der,Morgen,Carregando…,Carregando…
das,Motorrad,Carregando…,Carregando…
der,Müll,rubbish,bobagem
die,Müllabfuhr,Garbage,Lixo
die,Mülltonne,Carregando…,Carregando…
die,Multimedia-Abteilung,Multimedia department,Departamento de Multimídia.
der,Mund,mouth,boca
der,Museumsbesuch,Museum visit,Visita ao museu
die,Musik,Carregando…,Carregando…
das,Müsli,Carregando…,Carregando…
die,Mutter,Carregando…,Carregando…
die,Muttersprache,native language,língua nativa
das,Nachbarhaus,neighbour House,casa vizinha
der,Nachmittag,afternoon,tarde
der,Nachname,Carregando…,Carregando…
die,Nacht,Carregando…,Carregando…
der,Nachteil,Carregando…,Carregando…
der,Nachtisch,Carregando…,Carregando…
die,Nachtschicht,Night shift,Turno da noite
die,Nähe,vicinity,proximidade
der,Name,Surname,Sobrenome
die,Nase,nose,nariz
die,Nationalität,nationality,nacionalidade
die,Nebenkosten,extra costs,custos extras
der,Neffe,Carregando…,Carregando…
der,Neubau,Carregando…,Carregando…
die,Nichte,Carregando…,Carregando…
der,Norden,Carregando…,Carregando…
der,Nordwesten,Northwest,Noroeste
der,Notfall,Carregando…,Carregando…
der,Notruf,Carregando…,Carregando…
der,November,Carregando…,Carregando…
die,Nudeln,Carregando…,Carregando…
die,Nummer,Carregando…,Carregando…
das,Obergeschoss,Upper floor,Andar de cima
das,Obst,fruit,fruta
das,Ohr,ear,orelha
der,Oktober,Carregando…,Carregando…
die,Olive,Carregando…,Carregando…
der,Onkel,Carregando…,Carregando…
die,Operation,Carregando…,Carregando…
die,Orange,Carregando…,Carregando…
das,Original,Carregando…,Carregando…
der,Ort,location,localização
der,Osten,Carregando…,Carregando…
das,Päckchen,Carregando…,Carregando…
die,Packung,Carregando…,Carregando…
das,Paket,Carregando…,Carregando…
der,Paketdienst,delivery service,serviço de entrega
das,Papier,Carregando…,Carregando…
der,Park,park,Parque
der,Parkplatz,Carregando…,Carregando…
die,Parkzeit,Carregando…,Carregando…
die,Party,Carregando…,Carregando…
der,Pass,passport,Passaporte
die,Pause,Carregando…,Carregando…
die,Pension,Carregando…,Carregando…
die,Person,Carregando…,Carregando…
das,Pfund,Carregando…,Carregando…
das,Picknick,Carregando…,Carregando…
die,Pizza,Carregando…,Carregando…
das,Plakat,Carregando…,Carregando…
der,Platz,Carregando…,Carregando…
das,Playmobil,Carregando…,Carregando…
die,Post,post,publicar
die,Postkarte,Carregando…,Carregando…
die,Postleitzahl,Postal code,Código postal
die,Praxis,Carregando…,Carregando…
das,Problem,Carregando…,Carregando…
der,Pudding,Carregando…,Carregando…
der,Pullover,Carregando…,Carregando…
der,Quadratmeter,square meters,metros quadrados
das,Radio,Carregando…,Carregando…
der,Radiowecker,Clock radio,Rádio relógio
die,Radtour,Carregando…,Carregando…
das,Regal,Carregando…,Carregando…
die,Regel,Carregando…,Carregando…
der,Regen,Carregando…,Carregando…
das,Reinhenhaus,Cleanhouse,CleanHouse
die,Reinigungskraft,cleaning person,Pessoa de limpeza
der,Reis,rice,arroz
die,Reise,Carregando…,Carregando…
das,Reiseangebote,Travel deals,Ofertas de viagens
das,Reisebüro,Carregando…,Carregando…
die,Reservierung,reservation,reserva
der,Rest,rest,descanso
das,Restaurant,restaurant,restaurante
das,Rezept,Carregando…,Carregando…
die,Richtung,Carregando…,Carregando…
der,Ring,ring,anel
der,Rock,skirt,saia
die,Rolltreppe,Escalator,Escada rolante
der,Rücken,Carregando…,Carregando…
die,Rückenschmerzen,Back pain,Dor nas costas
die,Rückfrage,Carregando…,Carregando…
die,Rutsche,Carregando…,Carregando…
die,Sache,Carregando…,Carregando…
die,Sachertorte,Sachertorte,SACHERTORTE.
der,Saft,juice,suco
die,Sahne,Carregando…,Carregando…
die,Salami,Carregando…,Carregando…
der,Salat,Carregando…,Carregando…
das,Salz,salt,sal
der,Samstag,Carregando…,Carregando…
der,Samstagabend,Saturday night,sábado à noite
der,Sandkasten,Sandbox,Caixa de areia
die,S-Bahn,Carregando…,Carregando…
das,Schach,Carregando…,Carregando…
das,Schachspiel,Chess game,Jogo de xadrez
der,Scharlach,Carregando…,Carregando…
die,Schaukel,Carregando…,Carregando…
die,Scheibe,Carregando…,Carregando…
der,Schnichtdienst,News,Notícia
das,Schiff,Carregando…,Carregando…
der,Schinken,Carregando…,Carregando…
das,Schlafzimmer,bedroom,quarto
das,Schloss,Carregando…,Carregando…
der,Schlüssel,Carregando…,Carregando…
der,Schnee,Carregando…,Carregando…
der,Schnupfen,Carregando…,Carregando…
die,Schokolade,chocolate,chocolate
der,Schrank,Carregando…,Carregando…
der,Schuh,Carregando…,Carregando…
die,Schule,Carregando…,Carregando…
die,Schwester,Carregando…,Carregando…
das,Schwimmbad,swimming pool,piscina
der,Secondhandladen,thrift shop,brechós
der,See,lake,Lago
die,Sehenswürdigkeit,Sightseeing,Passeio turístico
die,Seite,Carregando…,Carregando…
der,September,Carregando…,Carregando…
der,Sessel,Carregando…,Carregando…
die,Situation,Carregando…,Carregando…
das,Smartphone,Smartphone,Smartphone
die,Socke,Carregando…,Carregando…
das,Sofa,sofa,sofá
der,Sohn,son,filho
der,Sommer,Carregando…,Carregando…
der,Sommerschlussverkauf,Summer sale,Liquidação de verão
das,Sonderangebot,special offer,oferta especial
die,Sonne,Carregando…,Carregando…
der,Sonnenschein,sunshine,brilho do sol
die,Sonnenstunde,Sundial,Sundial
der,Sonntag,Carregando…,Carregando…
der,Sonntagnachmittag,Sunday afternoon,tarde de domingo
die,Spaghetti,Carregando…,Carregando…
der,Spaß,fun,Diversão
die,Spezialität,specialty,especialidade
der,Spielplatz,playground,Parque infantil
der,Sport,Carregando…,Carregando…
der,Sportschuh,Sports shoe,Sapato esportivo
die,Sportwaren,Sports goods,Bens esportivos
die,Sprache,Carregando…,Carregando…
das,Sprachproblem,Language problem,Problema de linguagem
die,Sprachschule,language school,escola de idiomas
die,Sprechzeiten,Office hours,Horário de expediente
das,Sprechzimmer,Speech,Fala
die,Spüle,Carregando…,Carregando…
die,Spülmaschine,dishwasher,lava-louças
die,Staatsangehörigkeit,nationality,nacionalidade
die,Stadt,Carregando…,Carregando…
der,Stadtbummel,Stroll,Passeio
die,Städtetour,City tour,Tour da cidade
die,Stadtmitte,Town center,Centro da Cidade
die,Stadtreinigung,City cleaning,Limpeza da cidade
die,Stadtrundfahrt,sightseeing tour,passeio turístico
das,Standesamt,Registry office,Cartório
die,Station,Carregando…,Carregando…
die,Stelle,Carregando…,Carregando…
der,Stift,Carregando…,Carregando…
der,Stock,Carregando…,Carregando…
der,Strand,Carregando…,Carregando…
die,Straße,Carregando…,Carregando…
die,Straßenbahn,tram,eléctrico
das,Straßenfest,Street party,festa de rua
das,Stück,Carregando…,Carregando…
der,Stuhl,Carregando…,Carregando…
die,Stunde,Carregando…,Carregando…
der,Süden,Carregando…,Carregando…
der,Supermarkt,Supermarket,Supermercado
die,Suppe,Carregando…,Carregando…
das,Sweatshirt,sweatshirt,suéter
das,Tablet,Carregando…,Carregando…
die,Tablette,Carregando…,Carregando…
die,Tafel,Carregando…,Carregando…
der,Tag,Day,Dia
die,Tankstelle,Gas station,Posto de gasolina
die,Tante,Carregando…,Carregando…
die,Tanzparty,Carregando…,Carregando…
die,Tasche,Carregando…,Carregando…
die,Tasse,Carregando…,Carregando…
das,Taxiunternehmen,Taxi company,Empresa de táxi.
das,Team,team,equipe
der,Tee,tea,chá
die,Telefonnummer,Phone number,Número de telefone
die,Temperatur,temperature,temperatura
der,Teppich,Carregando…,Carregando…
der,Termin,Carregando…,Carregando…
die,Terrasse,Carregando…,Carregando…
der,Text,text,texto
das,Tier,animal,animal
der,Tipp,tip,gorjeta
der,Tisch,Carregando…,Carregando…
die,Tochter,Carregando…,Carregando…
die,Toilette,Carregando…,Carregando…
die,Tomate,Carregando…,Carregando…
die,Tonne,Carregando…,Carregando…
der,Traktor,Carregando…,Carregando…
der,Treffpunkt,meeting point,ponto de encontro
die,Treppe,Carregando…,Carregando…
das,Treppenhaus,Staircase,Escadaria
das,T-Shirt,Carregando…,Carregando…
die,Tür,door,porta
die,Tüte,bag,Bolsa
die,U-Bahn,Carregando…,Carregando…
die,U-Bahn-Station,Metro station,estação de metrô
die,Übernachtung,overnight stay,pernoite
die,Überweisung,transfer,transferir
das,Überweisungsformular,Remittance form,Forma de remessa
die,Uhr,clock,relógio
die,Umkleidekabine,changing room,vestiário
der,Umzug,Carregando…,Carregando…
der,Umzugskarton,Moving box,Caixa em movimento
der,Unfall,Carregando…,Carregando…
der,Unterricht,classes,Aulas
der,Unterschied,difference,diferença
die,Unterschrift,signature,assinatura
die,Unterwäsche,underwear,roupa de baixo
der,Urlaub,Carregando…,Carregando…
der,USB-Stick,Carregando…,Carregando…
der,Vater,Carregando…,Carregando…
die,Vereinbarung,agreement,acordo
der,Verkehr,Carregando…,Carregando…
das,Verkehrsmittel,means of transport,meios de transporte
die,Verpackung,packaging,embalagem
die,Verspätung,late arrival,chegada atrasada
das,Viertel,Carregando…,Carregando…
das,Visum,Carregando…,Carregando…
das,Vitamin,Carregando…,Carregando…
die,Volkshochschule,Community College,Faculdade Comunitária
die,Vorfahrt,Carregando…,Carregando…
das,Vorfahrtsschild,Plot,Enredo
der,Vorhang,Carregando…,Carregando…
der,Vormittag,Carregando…,Carregando…
der,Vorname,Carregando…,Carregando…
der,Vorteil,Carregando…,Carregando…
die,Vorwahl,Carregando…,Carregando…
der,Wald,Forest,floresta
der,Walzer,Carregando…,Carregando…
die,Wand,Wall,muro
die,Wandertour,hiking tour,Excursão para caminhadas
die,Warmmiete,Carregando…,Carregando…
die,Wartenummer,Wait number,Número de espera
der,Warteraum,Carregando…,Carregando…
das,Waschbecken,sink,Pia
die,Waschmaschine,Washing machine,Máquina de lavar
das,Wasser,Carregando…,Carregando…
das,Wasserlabyrinth,Water labyrinth,Labirinto de água
der,Wasserweg,Carregando…,Carregando…
der,Weg,path,caminho
der,Wein,Wine,Vinho
das,Weißbrot,Carregando…,Carregando…
die,Werkstatt,Carregando…,Carregando…
der,Westen,Carregando…,Carregando…
das,Wetter,Carregando…,Carregando…
die,Wetterkarte,Weather,Clima
die,Wiese,Carregando…,Carregando…
der,Wind,wind,vento
der,Winter,Carregando…,Carregando…
die,Winterjacke,winter jacket,jaqueta de inverno
der,Winterschlussverkauf,Winter sale,Venda de Inverno
die,Woche,Carregando…,Carregando…
das,Wochenende,weekend,final de semana
der,Wohnort,Carregando…,Carregando…
die,Wohnung,Carregando…,Carregando…
das,Wohnzimmer,living room,sala de estar
die,Wolke,Carregando…,Carregando…
das,Wörterbuch,dictionary,dicionário
der,Wunsch,Carregando…,Carregando…
die,Wurst,Carregando…,Carregando…
die,Wurstplatte,Sausage plate,Placa de salsicha
die,Zahl,number,número
der,Zahnarzttermin,Dentist appointment,Horário com dentista
die,Zahnbehandlung,Dental treatment,Tratamento dentário
die,Zahnbürste,toothbrush,escova de dente
die,Zahnkontrolle,Tooth control,Controle de dentes
die,Zahnpasta,Carregando…,Carregando…
die,Zahnschmerzen,Toothache,Dor de dente
die,Zeit,Time,Tempo
die,Zeitung,Carregando…,Carregando…
die,Zentralheizung,Central heating,Aquecimento central
das,Zimmer,Carregando…,Carregando…
der,Zoo,zoo,jardim zoológico
der,Zucker,Carregando…,Carregando…
der,Zug,train,Comboio
die,Zwiebel,Carregando…,Carregando…
das,Kostüm,,
das,Fest,,
die,Ferien,,
die,Feier,,
der,Feiertag,,
